Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['2', '16', '25', '31', '32', '3'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 1
Guess time: 242, Issue： 2021038 baseM: 70, result: 15, red_balls: ['1', '2', '16', '25', '27', '30'], blue_ball: 6, act_red_balls: ['5', '7', '9', '16', '18', '27'], act_blue_ball: 6, ret: 15, red_correct: 2
base_money is negative, stop, totally round: 249
Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['1', '15', '16', '21', '25', '13'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 2
Guess time: 25, Issue： 2019106 baseM: 1790, result: 15, red_balls: ['1', '3', '11', '19', '25', '14'], blue_ball: 14, act_red_balls: ['2', '14', '22', '27', '30', '33'], act_blue_ball: 14, ret: 15, red_correct: 1
Guess time: 32, Issue： 2019113 baseM: 1745, result: 15, red_balls: ['3', '4', '10', '18', '27', '22'], blue_ball: 15, act_red_balls: ['1', '5', '19', '21', '25', '33'], act_blue_ball: 15, ret: 15, red_correct: 0
Guess time: 45, Issue： 2019126 baseM: 1640, result: 15, red_balls: ['20', '21', '28', '30', '33', '13'], blue_ball: 16, act_red_balls: ['2', '14', '17', '29', '32', '33'], act_blue_ball: 16, ret: 15, red_correct: 1
Guess time: 56, Issue： 2019137 baseM: 1555, result: 15, red_balls: ['1', '12', '17', '26', '32', '5'], blue_ball: 6, act_red_balls: ['7', '10', '13', '19', '23', '31'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 96, Issue： 2020026 baseM: 1180, result: 15, red_balls: ['1', '14', '17', '21', '30', '11'], blue_ball: 6, act_red_balls: ['1', '4', '9', '18', '19', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 97, Issue： 2020027 baseM: 1220, result: 40, red_balls: ['13', '24', '27', '28', '32', '19'], blue_ball: 6, act_red_balls: ['12', '13', '14', '24', '25', '28'], act_blue_ball: 6, ret: 40, red_correct: 3
Guess time: 106, Issue： 2020036 baseM: 1155, result: 15, red_balls: ['1', '9', '14', '16', '30', '29'], blue_ball: 6, act_red_balls: ['7', '9', '16', '22', '24', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 146, Issue： 2020076 baseM: 780, result: 15, red_balls: ['7', '8', '14', '18', '28', '2'], blue_ball: 6, act_red_balls: ['10', '15', '16', '18', '20', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 156, Issue： 2020086 baseM: 705, result: 15, red_balls: ['11', '12', '21', '22', '32', '33'], blue_ball: 6, act_red_balls: ['2', '4', '6', '15', '24', '27'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 160, Issue： 2020090 baseM: 690, result: 15, red_balls: ['11', '17', '25', '26', '32', '6'], blue_ball: 6, act_red_balls: ['2', '21', '23', '26', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 217, Issue： 2021013 baseM: 145, result: 15, red_balls: ['8', '9', '16', '18', '22', '24'], blue_ball: 6, act_red_balls: ['6', '9', '12', '16', '27', '31'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 218, Issue： 2021014 baseM: 160, result: 15, red_balls: ['10', '21', '27', '31', '33', '6'], blue_ball: 6, act_red_balls: ['4', '15', '21', '25', '29', '33'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 222, Issue： 2021018 baseM: 145, result: 15, red_balls: ['12', '18', '19', '22', '32', '33'], blue_ball: 6, act_red_balls: ['2', '8', '14', '23', '25', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 226, Issue： 2021022 baseM: 130, result: 15, red_balls: ['9', '18', '19', '24', '26', '20'], blue_ball: 6, act_red_balls: ['10', '15', '17', '25', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 237, Issue： 2021033 baseM: 45, result: 15, red_balls: ['4', '14', '18', '25', '27', '29'], blue_ball: 6, act_red_balls: ['2', '12', '13', '14', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 242, Issue： 2021038 baseM: 20, result: 15, red_balls: ['4', '8', '13', '24', '27', '30'], blue_ball: 6, act_red_balls: ['5', '7', '9', '16', '18', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
base_money is negative, stop, totally round: 244
Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['10', '17', '25', '28', '33', '15'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 1
Guess time: 25, Issue： 2019106 baseM: 1790, result: 15, red_balls: ['1', '11', '17', '26', '29', '14'], blue_ball: 14, act_red_balls: ['2', '14', '22', '27', '30', '33'], act_blue_ball: 14, ret: 15, red_correct: 1
Guess time: 32, Issue： 2019113 baseM: 1745, result: 15, red_balls: ['7', '8', '14', '17', '33', '21'], blue_ball: 15, act_red_balls: ['1', '5', '19', '21', '25', '33'], act_blue_ball: 15, ret: 15, red_correct: 2
Guess time: 45, Issue： 2019126 baseM: 1640, result: 15, red_balls: ['3', '4', '14', '25', '33', '15'], blue_ball: 16, act_red_balls: ['2', '14', '17', '29', '32', '33'], act_blue_ball: 16, ret: 15, red_correct: 2
Guess time: 56, Issue： 2019137 baseM: 1555, result: 15, red_balls: ['10', '14', '22', '23', '24', '29'], blue_ball: 6, act_red_balls: ['7', '10', '13', '19', '23', '31'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 96, Issue： 2020026 baseM: 1180, result: 15, red_balls: ['7', '13', '18', '23', '29', '17'], blue_ball: 6, act_red_balls: ['1', '4', '9', '18', '19', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 97, Issue： 2020027 baseM: 1195, result: 15, red_balls: ['8', '18', '19', '24', '33', '12'], blue_ball: 6, act_red_balls: ['12', '13', '14', '24', '25', '28'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 106, Issue： 2020036 baseM: 1130, result: 15, red_balls: ['3', '14', '18', '21', '26', '7'], blue_ball: 6, act_red_balls: ['7', '9', '16', '22', '24', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 125, Issue： 2020055 baseM: 990, result: 40, red_balls: ['4', '5', '7', '23', '24', '28'], blue_ball: 6, act_red_balls: ['1', '5', '7', '23', '28', '30'], act_blue_ball: 12, ret: 40, red_correct: 4
Guess time: 146, Issue： 2020076 baseM: 805, result: 15, red_balls: ['1', '4', '9', '25', '27', '14'], blue_ball: 6, act_red_balls: ['10', '15', '16', '18', '20', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 156, Issue： 2020086 baseM: 730, result: 15, red_balls: ['6', '8', '20', '21', '30', '24'], blue_ball: 6, act_red_balls: ['2', '4', '6', '15', '24', '27'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 160, Issue： 2020090 baseM: 715, result: 15, red_balls: ['1', '14', '15', '17', '18', '16'], blue_ball: 6, act_red_balls: ['2', '21', '23', '26', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 217, Issue： 2021013 baseM: 170, result: 15, red_balls: ['1', '5', '11', '23', '32', '24'], blue_ball: 6, act_red_balls: ['6', '9', '12', '16', '27', '31'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 218, Issue： 2021014 baseM: 185, result: 15, red_balls: ['17', '25', '27', '28', '33', '18'], blue_ball: 6, act_red_balls: ['4', '15', '21', '25', '29', '33'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 222, Issue： 2021018 baseM: 170, result: 15, red_balls: ['12', '15', '23', '27', '30', '18'], blue_ball: 6, act_red_balls: ['2', '8', '14', '23', '25', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 226, Issue： 2021022 baseM: 155, result: 15, red_balls: ['3', '13', '20', '25', '28', '11'], blue_ball: 6, act_red_balls: ['10', '15', '17', '25', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 237, Issue： 2021033 baseM: 70, result: 15, red_balls: ['4', '18', '23', '25', '33', '31'], blue_ball: 6, act_red_balls: ['2', '12', '13', '14', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 242, Issue： 2021038 baseM: 45, result: 15, red_balls: ['1', '8', '10', '27', '30', '22'], blue_ball: 6, act_red_balls: ['5', '7', '9', '16', '18', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
base_money is negative, stop, totally round: 247
Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['7', '8', '12', '21', '32', '16'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 1
Guess time: 25, Issue： 2019106 baseM: 1790, result: 15, red_balls: ['1', '4', '7', '11', '19', '13'], blue_ball: 14, act_red_balls: ['2', '14', '22', '27', '30', '33'], act_blue_ball: 14, ret: 15, red_correct: 0
Guess time: 32, Issue： 2019113 baseM: 1745, result: 15, red_balls: ['7', '10', '12', '22', '24', '28'], blue_ball: 15, act_red_balls: ['1', '5', '19', '21', '25', '33'], act_blue_ball: 15, ret: 15, red_correct: 0
Guess time: 45, Issue： 2019126 baseM: 1640, result: 15, red_balls: ['3', '5', '8', '16', '29', '30'], blue_ball: 16, act_red_balls: ['2', '14', '17', '29', '32', '33'], act_blue_ball: 16, ret: 15, red_correct: 1
Guess time: 56, Issue： 2019137 baseM: 1555, result: 15, red_balls: ['1', '11', '14', '19', '21', '33'], blue_ball: 6, act_red_balls: ['7', '10', '13', '19', '23', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 96, Issue： 2020026 baseM: 1180, result: 15, red_balls: ['8', '10', '18', '21', '31', '24'], blue_ball: 6, act_red_balls: ['1', '4', '9', '18', '19', '31'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 97, Issue： 2020027 baseM: 1195, result: 15, red_balls: ['5', '6', '10', '17', '31', '18'], blue_ball: 6, act_red_balls: ['12', '13', '14', '24', '25', '28'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 106, Issue： 2020036 baseM: 1130, result: 15, red_balls: ['3', '7', '11', '16', '28', '18'], blue_ball: 6, act_red_balls: ['7', '9', '16', '22', '24', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 146, Issue： 2020076 baseM: 755, result: 15, red_balls: ['2', '9', '14', '20', '24', '5'], blue_ball: 6, act_red_balls: ['10', '15', '16', '18', '20', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 150, Issue： 2020080 baseM: 765, result: 40, red_balls: ['2', '7', '18', '22', '31', '14'], blue_ball: 6, act_red_balls: ['14', '15', '18', '22', '31', '33'], act_blue_ball: 1, ret: 40, red_correct: 4
Guess time: 156, Issue： 2020086 baseM: 730, result: 15, red_balls: ['2', '21', '23', '26', '30', '14'], blue_ball: 6, act_red_balls: ['2', '4', '6', '15', '24', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 160, Issue： 2020090 baseM: 715, result: 15, red_balls: ['3', '8', '12', '26', '33', '2'], blue_ball: 6, act_red_balls: ['2', '21', '23', '26', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 200, Issue： 2020130 baseM: 365, result: 40, red_balls: ['9', '14', '15', '17', '25', '8'], blue_ball: 6, act_red_balls: ['8', '9', '11', '14', '17', '29'], act_blue_ball: 16, ret: 40, red_correct: 4
Guess time: 217, Issue： 2021013 baseM: 220, result: 15, red_balls: ['5', '7', '15', '20', '22', '9'], blue_ball: 6, act_red_balls: ['6', '9', '12', '16', '27', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 218, Issue： 2021014 baseM: 235, result: 15, red_balls: ['1', '3', '13', '20', '23', '28'], blue_ball: 6, act_red_balls: ['4', '15', '21', '25', '29', '33'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 222, Issue： 2021018 baseM: 220, result: 15, red_balls: ['7', '11', '15', '20', '21', '33'], blue_ball: 6, act_red_balls: ['2', '8', '14', '23', '25', '32'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 226, Issue： 2021022 baseM: 205, result: 15, red_balls: ['2', '10', '11', '19', '20', '27'], blue_ball: 6, act_red_balls: ['10', '15', '17', '25', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 237, Issue： 2021033 baseM: 120, result: 15, red_balls: ['1', '15', '20', '26', '31', '27'], blue_ball: 6, act_red_balls: ['2', '12', '13', '14', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 242, Issue： 2021038 baseM: 95, result: 15, red_balls: ['9', '13', '22', '24', '31', '28'], blue_ball: 6, act_red_balls: ['5', '7', '9', '16', '18', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 250, Issue： 2021046 baseM: 40, result: 15, red_balls: ['2', '4', '21', '25', '32', '31'], blue_ball: 6, act_red_balls: ['5', '9', '13', '21', '28', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
base_money is negative, stop, totally round: 254
Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['2', '7', '10', '14', '31', '26'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 1
Guess time: 25, Issue： 2019106 baseM: 1790, result: 15, red_balls: ['2', '6', '9', '21', '33', '16'], blue_ball: 14, act_red_balls: ['2', '14', '22', '27', '30', '33'], act_blue_ball: 14, ret: 15, red_correct: 2
Guess time: 32, Issue： 2019113 baseM: 1745, result: 15, red_balls: ['14', '20', '25', '26', '27', '12'], blue_ball: 15, act_red_balls: ['1', '5', '19', '21', '25', '33'], act_blue_ball: 15, ret: 15, red_correct: 1
Guess time: 45, Issue： 2019126 baseM: 1640, result: 15, red_balls: ['12', '13', '17', '25', '27', '9'], blue_ball: 16, act_red_balls: ['2', '14', '17', '29', '32', '33'], act_blue_ball: 16, ret: 15, red_correct: 1
Guess time: 56, Issue： 2019137 baseM: 1555, result: 15, red_balls: ['9', '24', '27', '29', '32', '15'], blue_ball: 6, act_red_balls: ['7', '10', '13', '19', '23', '31'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 80, Issue： 2020010 baseM: 1365, result: 40, red_balls: ['9', '11', '14', '22', '31', '4'], blue_ball: 6, act_red_balls: ['11', '14', '22', '27', '31', '32'], act_blue_ball: 9, ret: 40, red_correct: 4
Guess time: 96, Issue： 2020026 baseM: 1230, result: 15, red_balls: ['6', '7', '17', '23', '25', '5'], blue_ball: 6, act_red_balls: ['1', '4', '9', '18', '19', '31'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 97, Issue： 2020027 baseM: 1245, result: 15, red_balls: ['3', '14', '24', '30', '33', '19'], blue_ball: 6, act_red_balls: ['12', '13', '14', '24', '25', '28'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 106, Issue： 2020036 baseM: 1180, result: 15, red_balls: ['7', '8', '12', '13', '16', '23'], blue_ball: 6, act_red_balls: ['7', '9', '16', '22', '24', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 146, Issue： 2020076 baseM: 805, result: 15, red_balls: ['15', '23', '28', '29', '32', '14'], blue_ball: 6, act_red_balls: ['10', '15', '16', '18', '20', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 156, Issue： 2020086 baseM: 730, result: 15, red_balls: ['2', '7', '16', '17', '31', '9'], blue_ball: 6, act_red_balls: ['2', '4', '6', '15', '24', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 160, Issue： 2020090 baseM: 715, result: 15, red_balls: ['3', '9', '22', '27', '31', '19'], blue_ball: 6, act_red_balls: ['2', '21', '23', '26', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 217, Issue： 2021013 baseM: 170, result: 15, red_balls: ['11', '20', '24', '29', '30', '12'], blue_ball: 6, act_red_balls: ['6', '9', '12', '16', '27', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 218, Issue： 2021014 baseM: 185, result: 15, red_balls: ['2', '13', '19', '22', '24', '32'], blue_ball: 6, act_red_balls: ['4', '15', '21', '25', '29', '33'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 222, Issue： 2021018 baseM: 170, result: 15, red_balls: ['2', '6', '15', '26', '28', '14'], blue_ball: 6, act_red_balls: ['2', '8', '14', '23', '25', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 226, Issue： 2021022 baseM: 155, result: 15, red_balls: ['7', '12', '20', '22', '28', '8'], blue_ball: 6, act_red_balls: ['10', '15', '17', '25', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 237, Issue： 2021033 baseM: 70, result: 15, red_balls: ['9', '20', '28', '29', '33', '10'], blue_ball: 6, act_red_balls: ['2', '12', '13', '14', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 242, Issue： 2021038 baseM: 45, result: 15, red_balls: ['5', '10', '16', '24', '29', '31'], blue_ball: 6, act_red_balls: ['5', '7', '9', '16', '18', '27'], act_blue_ball: 6, ret: 15, red_correct: 2
base_money is negative, stop, totally round: 247
Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['3', '4', '6', '16', '18', '10'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 1
Guess time: 25, Issue： 2019106 baseM: 1790, result: 15, red_balls: ['4', '5', '21', '30', '33', '13'], blue_ball: 14, act_red_balls: ['2', '14', '22', '27', '30', '33'], act_blue_ball: 14, ret: 15, red_correct: 2
Guess time: 32, Issue： 2019113 baseM: 1745, result: 15, red_balls: ['14', '15', '20', '24', '29', '7'], blue_ball: 15, act_red_balls: ['1', '5', '19', '21', '25', '33'], act_blue_ball: 15, ret: 15, red_correct: 0
Guess time: 38, Issue： 2019119 baseM: 1735, result: 40, red_balls: ['2', '11', '22', '24', '33', '20'], blue_ball: 16, act_red_balls: ['4', '20', '22', '24', '26', '33'], act_blue_ball: 7, ret: 40, red_correct: 4
Guess time: 45, Issue： 2019126 baseM: 1690, result: 15, red_balls: ['4', '8', '9', '18', '33', '31'], blue_ball: 16, act_red_balls: ['2', '14', '17', '29', '32', '33'], act_blue_ball: 16, ret: 15, red_correct: 1
Guess time: 56, Issue： 2019137 baseM: 1605, result: 15, red_balls: ['5', '9', '17', '28', '33', '8'], blue_ball: 6, act_red_balls: ['7', '10', '13', '19', '23', '31'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 96, Issue： 2020026 baseM: 1255, result: 40, red_balls: ['1', '6', '8', '18', '31', '25'], blue_ball: 6, act_red_balls: ['1', '4', '9', '18', '19', '31'], act_blue_ball: 6, ret: 40, red_correct: 3
Guess time: 97, Issue： 2020027 baseM: 1270, result: 15, red_balls: ['3', '17', '18', '28', '30', '20'], blue_ball: 6, act_red_balls: ['12', '13', '14', '24', '25', '28'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 106, Issue： 2020036 baseM: 1205, result: 15, red_balls: ['3', '17', '19', '20', '32', '31'], blue_ball: 6, act_red_balls: ['7', '9', '16', '22', '24', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 146, Issue： 2020076 baseM: 830, result: 15, red_balls: ['20', '21', '23', '30', '31', '32'], blue_ball: 6, act_red_balls: ['10', '15', '16', '18', '20', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 156, Issue： 2020086 baseM: 755, result: 15, red_balls: ['2', '3', '8', '12', '18', '5'], blue_ball: 6, act_red_balls: ['2', '4', '6', '15', '24', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 160, Issue： 2020090 baseM: 740, result: 15, red_balls: ['11', '15', '16', '25', '31', '2'], blue_ball: 6, act_red_balls: ['2', '21', '23', '26', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 217, Issue： 2021013 baseM: 195, result: 15, red_balls: ['3', '7', '11', '17', '26', '19'], blue_ball: 6, act_red_balls: ['6', '9', '12', '16', '27', '31'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 218, Issue： 2021014 baseM: 210, result: 15, red_balls: ['7', '19', '20', '21', '28', '33'], blue_ball: 6, act_red_balls: ['4', '15', '21', '25', '29', '33'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 222, Issue： 2021018 baseM: 195, result: 15, red_balls: ['5', '14', '24', '31', '33', '25'], blue_ball: 6, act_red_balls: ['2', '8', '14', '23', '25', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 226, Issue： 2021022 baseM: 180, result: 15, red_balls: ['1', '4', '25', '27', '28', '23'], blue_ball: 6, act_red_balls: ['10', '15', '17', '25', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
